date,min,max,median,q1,q3,stdev,count
2022-06-21T00:00:00.000Z,0,5.6,1.4,0.6,2.2,1.035,615
2022-06-22T00:00:00.000Z,0.2,7.6,2.2,1.5,3,1.091,619
2022-06-23T00:00:00.000Z,0.1,22.4,0.95,0.6,1.6,1.515,564
2022-06-24T00:00:00.000Z,0.1,11.4,1.4,1,2.2,1.025,609
2022-06-25T00:00:00.000Z,0,8.1,2.2,1.2,3.3,1.65,628
2022-06-26T00:00:00.000Z,0.7,7.6,2.1,1.5,3.4,1.352,616
2022-06-27T00:00:00.000Z,0,8.9,3.3,1.5,4.3,1.641,621
2022-06-28T00:00:00.000Z,0.1,17.3,5.6,1.2,10.2,4.414,603
2022-06-29T00:00:00.000Z,0.3,5.4,2.2,1.7,3.1,1.008,599
2022-06-30T00:00:00.000Z,0.6,11.6,2.7,2,3.3,1.114,623
2022-07-01T00:00:00.000Z,1,15,2.7,2.2,3.5,1.203,629
2022-07-02T00:00:00.000Z,1.4,32.6,6.35,3.9,14.5,7.554,630
2022-07-03T00:00:00.000Z,0.1,16.1,4.5,1.5,8.4,3.719,624
2022-07-04T00:00:00.000Z,0.1,13.8,0.9,0.5,1.4,1.315,559
2022-07-05T00:00:00.000Z,0.1,46.3,3.4,1.55,5.2,5.736,601
2022-07-06T00:00:00.000Z,0,21.9,1.7,1.2,2.5,1.688,609
2022-07-07T00:00:00.000Z,1.1,16.9,5.4,3.2,8,2.858,421
2022-07-08T00:00:00.000Z,0.1,6.2,1.6,1,3.1,1.529,574
2022-07-09T00:00:00.000Z,0.2,6.5,1.9,1.1,3,1.183,596
2022-07-10T00:00:00.000Z,0.4,6,2.1,1.3,3.2,1.267,589
2022-07-11T00:00:00.000Z,0.3,12.5,3.3,1.6,6.8,2.769,600
2022-07-12T00:00:00.000Z,0.8,8.6,3.3,2.5,4.1,1.461,590
2022-07-13T00:00:00.000Z,2.3,11.3,4.5,3.6,6.1,1.515,620
2022-07-14T00:00:00.000Z,1.8,10.6,4,3.1,5.4,1.616,588
2022-07-15T00:00:00.000Z,1,7.8,3.3,2.6,4,1.187,584
2022-07-16T00:00:00.000Z,2,11,6,4.5,7.4,1.641,635
2022-07-17T00:00:00.000Z,2.7,11.9,5.9,4.3,7.4,2.091,637
2022-07-18T00:00:00.000Z,2,14.9,5.6,4.7,6.7,1.812,607
2022-07-19T00:00:00.000Z,0.2,12.2,1.9,1.3,7,3.301,610
2022-07-20T00:00:00.000Z,0,14.8,3.5,2.3,4.4,1.402,610
2022-07-21T00:00:00.000Z,0.2,8.9,3.4,2.7,5.1,1.739,609
2022-07-22T00:00:00.000Z,0.9,24.2,4.9,3.2,6.4,2.638,637
2022-07-23T00:00:00.000Z,0.9,10.8,3.6,2.3,5.7,1.963,626
2022-07-24T00:00:00.000Z,2.2,11.5,4.2,3.5,5.8,1.772,625
2022-07-25T00:00:00.000Z,0.3,17.9,6.35,4.1,8.6,3.62,614
2022-07-26T00:00:00.000Z,0.7,15.6,6.2,5,7.3,2.592,630
2022-07-27T00:00:00.000Z,2.1,13.4,5.8,3.6,6.9,1.941,637
2022-07-28T00:00:00.000Z,1.3,9.4,4.2,3.6,4.7,0.964,620
2022-07-29T00:00:00.000Z,1.7,15.8,6.6,3.8,8.9,3.864,639
2022-07-30T00:00:00.000Z,0.9,15.3,6,2.9,10.4,3.832,629
2022-07-31T00:00:00.000Z,2,33.8,5.6,4.5,14.8,8.197,635
2022-08-01T00:00:00.000Z,1.6,13.7,6.1,4.25,7.7,2.279,549
2022-08-02T00:00:00.000Z,0.1,7.4,4.2,2,5.7,1.958,597
2022-08-03T00:00:00.000Z,0.5,15.6,4.1,2.5,6.5,3.268,613
2022-08-04T00:00:00.000Z,3.8,27.8,9.7,6.8,13.6,4.835,643
2022-08-05T00:00:00.000Z,1.4,14.6,5.9,3.5,7.4,2.595,645
2022-08-06T00:00:00.000Z,0.7,9.3,3.5,2.2,4.6,1.508,643
2022-08-07T00:00:00.000Z,1.2,10,4.8,3.6,6,1.617,648
2022-08-08T00:00:00.000Z,0.3,13.4,3,2.2,4.7,2.812,635
2022-08-09T00:00:00.000Z,1.6,40.9,5.1,4.2,6.1,2.366,630
2022-08-10T00:00:00.000Z,1.4,17,6.4,3.8,11.2,3.874,650
2022-08-11T00:00:00.000Z,0.7,11.5,5,2.95,7.4,2.698,641
2022-08-12T00:00:00.000Z,0.8,12,3.4,2.1,4.8,1.639,605
2022-08-13T00:00:00.000Z,1.5,8.9,4.4,3.6,6.2,1.691,628
2022-08-14T00:00:00.000Z,1.3,18.3,3.9,2.9,4.6,1.236,639
2022-08-15T00:00:00.000Z,1.7,8.8,3.3,2.9,4,1.098,616
2022-08-16T00:00:00.000Z,0.7,7.2,3,2.2,4.1,1.31,627
2022-08-17T00:00:00.000Z,2.2,8.7,5.3,3.5,6,1.329,566
2022-08-18T00:00:00.000Z,1.5,28.7,7.1,5.2,11.6,5.471,643
2022-08-19T00:00:00.000Z,6.1,19.3,9.2,8.2,11,2.2,643
2022-08-20T00:00:00.000Z,3.8,15.7,9,8.1,10.2,1.779,638
2022-08-21T00:00:00.000Z,1.8,14.8,5.8,3.9,7.6,2.298,623
2022-08-22T00:00:00.000Z,2.4,12.2,5.8,5.1,6.7,1.853,634
2022-08-23T00:00:00.000Z,1.9,15.5,5.9,3.6,7.5,2.865,626
2022-08-24T00:00:00.000Z,1,11.7,3.7,2.7,4.8,1.485,628
2022-08-25T00:00:00.000Z,0.9,11.1,3.9,3.2,4.8,1.344,600
2022-08-26T00:00:00.000Z,1.9,12,5.1,3.9,7,2.135,629
2022-08-27T00:00:00.000Z,0.8,7.8,2.3,1.7,3.3,1.432,632
2022-08-28T00:00:00.000Z,0.4,12.2,3.3,2.2,4.1,1.394,617
2022-08-29T00:00:00.000Z,0.3,8.7,2.4,1.2,3.5,1.619,599
2022-08-30T00:00:00.000Z,4.1,12.4,6.1,5.3,7.5,1.659,614
2022-08-31T00:00:00.000Z,1.7,14.6,6.7,5.4,7.8,2.075,627
2022-09-01T00:00:00.000Z,1.7,23,4.5,3.5,6.1,2.017,608
2022-09-02T00:00:00.000Z,3.9,21.5,6.1,5.4,7.1,2.004,608
2022-09-03T00:00:00.000Z,2.2,39.4,4.5,3.6,6.4,2.597,612
2022-09-04T00:00:00.000Z,3.1,13.9,6.6,4.8,8.9,2.5,625
2022-09-05T00:00:00.000Z,3.6,16.2,8,6.2,10.1,2.653,630
2022-09-06T00:00:00.000Z,4.1,14.5,6.8,5.8,8.5,2.156,626
2022-09-07T00:00:00.000Z,11.1,38,20.3,14.95,22.8,6.725,644
2022-09-08T00:00:00.000Z,20.3,49.8,29.8,27.6,31.4,4.164,659
2022-09-09T00:00:00.000Z,12.4,51.9,26,15.6,29.45,8.233,628
2022-09-10T00:00:00.000Z,1.9,24.1,14.5,10.9,17.3,4.326,649
2022-09-11T00:00:00.000Z,0.5,30.2,6.7,4.9,11.4,6.007,613
2022-09-12T00:00:00.000Z,6.2,25.7,11.2,9.8,16.5,4.454,572
2022-09-13T00:00:00.000Z,4,19.7,9.3,6.8,11.1,3.048,663
2022-09-14T00:00:00.000Z,0,12.5,5.6,2.6,7.4,2.881,608
2022-09-15T00:00:00.000Z,0,5.9,0.8,0.55,1.5,0.985,581
2022-09-16T00:00:00.000Z,0.4,15.6,3.2,1.7,5,2.024,622
2022-09-17T00:00:00.000Z,0.5,9.4,2.8,1.6,4,1.531,602
2022-09-18T00:00:00.000Z,0,11.7,2.1,0.7,4.4,2.34,622
2022-09-19T00:00:00.000Z,1,13.2,4.2,2.5,6,2.63,627
2022-09-20T00:00:00.000Z,0,12.6,3.3,1,4,1.668,603
2022-09-21T00:00:00.000Z,1,17.7,4.4,3,10.4,4.199,623
2022-09-22T00:00:00.000Z,7.9,58.3,13.2,10.9,14.8,4.262,629
2022-09-23T00:00:00.000Z,0.6,41,10.8,1.75,13.4,11.503,621
2022-09-24T00:00:00.000Z,0.6,11.8,2.5,1.7,4.5,1.89,616
2022-09-25T00:00:00.000Z,0.9,12,5.8,2.8,6.5,2.307,658
2022-09-26T00:00:00.000Z,0.7,33.7,8.2,6.1,10,3.922,612
2022-09-27T00:00:00.000Z,0.5,33,4.4,3.1,5.5,2.686,634
2022-09-28T00:00:00.000Z,0.9,11.2,2.6,2,3.5,1.546,633
2022-09-29T00:00:00.000Z,1.3,13.2,4,2.4,6.1,2.556,612
2022-09-30T00:00:00.000Z,1.3,11.2,3.3,2.6,4.4,1.449,628
2022-10-01T00:00:00.000Z,0.8,12.8,2.4,1.8,3.8,1.913,639
2022-10-02T00:00:00.000Z,0,14.6,2.6,0.8,3.5,1.813,622
2022-10-03T00:00:00.000Z,0.1,9.8,1.9,1,3.45,2.318,621
2022-10-04T00:00:00.000Z,0.2,17.3,2.2,1.4,5.15,3.132,616
2022-10-05T00:00:00.000Z,1.3,15.5,6.1,4,8.8,2.948,643
2022-10-06T00:00:00.000Z,1.4,19,7.7,3.7,12,4.437,615
2022-10-07T00:00:00.000Z,2,45.3,14,7.1,18.95,11.555,641
2022-10-08T00:00:00.000Z,8,30.4,15.3,13.9,16.8,2.826,659
2022-10-09T00:00:00.000Z,2.6,99.3,16.6,7.7,19.1,11.803,647
2022-10-10T00:00:00.000Z,1.9,58.3,6.1,3.7,10.05,8.576,624
2022-10-11T00:00:00.000Z,2,21.6,4.1,3.4,5.2,2.207,631
2022-10-12T00:00:00.000Z,2,20.9,12,6.9,14.2,4.692,649
2022-10-13T00:00:00.000Z,4.4,17.5,6.4,5.9,7.4,1.832,627
2022-10-14T00:00:00.000Z,0.5,19.6,8.7,3.4,10.5,4.469,623
2022-10-15T00:00:00.000Z,1.2,20.4,5.3,2.3,8.9,4.497,632
2022-10-16T00:00:00.000Z,1.8,14.6,5.6,3.9,8.9,2.597,636
2022-10-17T00:00:00.000Z,6.2,32,13.3,11.7,15.4,3.888,647
2022-10-18T00:00:00.000Z,4.8,29.3,10.4,8.5,12.5,4.221,462
2022-10-21T00:00:00.000Z,0.4,57.4,4,2.3,7,4.988,616
2022-10-22T00:00:00.000Z,0.3,8.2,2.4,1,3.8,1.912,626
2022-10-23T00:00:00.000Z,0,15.3,1.3,0.8,2,1.649,606
2022-10-24T00:00:00.000Z,0,6.1,1.1,0.5,2,1.39,602
2022-10-25T00:00:00.000Z,0,33.6,2.8,1.2,5.09,3.511,587
2022-10-26T00:00:00.000Z,0,11.3,0.9,0.6,2,1.525,612
2022-10-27T00:00:00.000Z,0.5,20.7,3.9,2.6,5.4,3.166,659
2022-10-28T00:00:00.000Z,0.6,27,4,2.6,7.65,4.343,632
2022-10-29T00:00:00.000Z,0.6,15.4,4.6,3.1,6.3,2.471,656
2022-10-30T00:00:00.000Z,0.7,14.7,2.7,1.8,4.3,2.388,606
2022-10-31T00:00:00.000Z,0.5,23.6,5.09,1.4,8.2,4.164,598
2022-11-01T00:00:00.000Z,0.6,21.5,4.2,2.4,6.2,2.818,541
